,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
18572,-121.75,36.91,52,1211,447.0,1102,392,1.6875,161400,<1H OCEAN
9743,-121.65,36.77,15,2191,358.0,1150,330,4.7969,227500,<1H OCEAN
10697,-117.75,33.61,17,2499,566.0,781,522,3.1779,186500,<1H OCEAN
11940,-117.41,33.94,22,4179,1081.0,2096,1013,2.4435,118500,INLAND
11113,-117.88,33.85,25,1234,351.0,507,285,2.3173,225000,<1H OCEAN
15196,-117.09,32.91,9,2012,316.0,802,289,6.5706,255700,<1H OCEAN
3040,-119.18,35.5,36,1253,259.0,932,249,2.1635,110400,INLAND
6815,-118.08,34.1,36,2679,548.0,1605,533,3.5313,213200,<1H OCEAN
6567,-118.15,34.2,37,1997,361.0,1037,363,3.7932,210300,INLAND
16134,-122.49,37.78,46,3304,792.0,1783,777,3.6148,352200,NEAR BAY
3178,-119.79,36.32,19,3252,614.0,1971,607,3.0667,75800,INLAND
13270,-117.66,34.09,23,1426,313.0,954,319,3.0357,151500,INLAND
62,-122.29,37.81,50,760,190.0,377,122,0.9011,86100,NEAR BAY
5611,-118.27,33.79,26,2109,651.0,2120,605,2.1447,158700,<1H OCEAN
4804,-118.37,34.03,43,1350,287.0,811,307,3.3636,140900,<1H OCEAN
11178,-117.96,33.83,29,1194,176.0,474,170,6.1001,298900,<1H OCEAN
20195,-119.2,34.27,8,4942,1173.0,3012,1033,3.445,203400,NEAR OCEAN
5130,-118.27,33.98,39,2062,588.0,1933,570,1.3801,97000,<1H OCEAN
20190,-119.17,34.26,10,3654,541.0,1638,551,6.1885,267300,NEAR OCEAN
9147,-118.5,34.52,3,6577,1056.0,3032,1004,5.9263,251800,INLAND
18776,-122.27,40.46,14,2633,530.0,1324,513,2.2768,78600,INLAND
10881,-117.89,33.71,24,4365,804.0,2663,753,4.5814,233300,<1H OCEAN
17794,-121.82,37.37,42,2913,577.0,1873,580,3.7214,167900,<1H OCEAN
10528,-117.71,33.54,15,2460,368.0,962,320,7.3878,318300,<1H OCEAN
9977,-122.48,38.54,37,1898,359.0,973,340,4.2096,256600,INLAND
6160,-117.94,34.09,21,2707,675.0,1742,626,2.1062,176700,<1H OCEAN
14032,-117.15,32.74,26,3149,832.0,1320,808,3.0259,211700,NEAR OCEAN
4881,-118.25,34.02,32,1375,448.0,1698,432,1.6302,130700,<1H OCEAN
13457,-117.38,34.11,36,1497,264.0,894,275,3.3066,96300,INLAND
13464,-117.38,34.13,23,1326,300.0,722,263,2.1856,107800,INLAND
20552,-121.8,38.68,11,3851,892.0,1847,747,3.4331,120600,INLAND
18143,-122.06,37.34,20,3435,593.0,1293,553,6.7578,451400,<1H OCEAN
11944,-117.43,33.93,36,2386,396.0,1176,374,4.5122,113300,INLAND
15526,-117.06,33.13,12,8742,2114.0,4854,1957,2.8015,143500,<1H OCEAN
3476,-118.52,34.32,18,7498,976.0,3189,955,8.1248,374000,<1H OCEAN
10125,-117.91,33.94,15,5799,842.0,2314,787,6.3433,350500,<1H OCEAN
4248,-118.32,34.14,23,4574,1423.0,1624,995,4.0965,500001,<1H OCEAN
4046,-118.49,34.13,24,4394,,1443,528,11.2979,500001,<1H OCEAN
17626,-121.94,37.25,16,3942,749.0,1894,737,5.2894,332800,<1H OCEAN
12785,-121.44,38.63,38,1673,399.0,1116,382,1.3302,62200,INLAND
20433,-118.74,34.26,22,4337,673.0,2347,636,5.4091,222400,<1H OCEAN
19833,-119.38,36.53,38,1281,,1423,293,1.9602,51400,INLAND
10099,-117.95,33.93,37,2633,630.0,1904,630,2.6123,161300,<1H OCEAN
2342,-119.69,36.82,17,1897,433.0,1207,384,1.8021,55900,INLAND
9991,-121.1,39.08,13,1110,216.0,602,209,2.5887,144400,INLAND
6398,-118.04,34.15,34,1523,311.0,676,295,3.3621,377200,INLAND
5623,-118.26,33.77,36,886,253.0,809,219,2.4545,164200,NEAR OCEAN
14307,-117.14,32.71,52,500,,480,108,1.8696,91100,NEAR OCEAN
20240,-119.25,34.27,46,679,159.0,382,143,3.5,221200,NEAR OCEAN
5376,-118.39,34.04,52,1492,277.0,666,289,4.7386,340400,<1H OCEAN
7245,-118.11,34.0,24,2403,590.0,2103,547,2.7292,193800,<1H OCEAN
12745,-121.38,38.64,19,4563,1069.0,2256,926,2.1472,143400,INLAND
6483,-118.02,34.08,29,2741,667.0,2449,677,3.6944,175200,INLAND
15123,-116.94,32.83,38,1701,317.0,872,304,3.7831,147800,<1H OCEAN
18563,-121.75,36.91,32,1461,422.0,1494,416,2.8056,173200,<1H OCEAN
8275,-118.16,33.78,15,4798,1374.0,3087,1212,2.127,163300,NEAR OCEAN
1994,-119.77,36.73,44,1960,393.0,1286,381,2.1518,53000,INLAND
2411,-119.46,36.61,13,1348,258.0,719,246,3.625,108300,INLAND
3906,-118.5,34.19,35,2720,490.0,1158,445,5.0796,228300,<1H OCEAN
8376,-118.34,33.95,25,3762,1281.0,4015,1178,2.1587,143800,<1H OCEAN
12222,-116.91,33.71,19,6807,1164.0,2703,1055,3.1591,189700,INLAND
14260,-117.12,32.7,14,819,237.0,827,237,1.3194,90500,NEAR OCEAN
17909,-121.97,37.36,36,765,134.0,306,136,4.575,247600,<1H OCEAN
19338,-122.82,38.53,27,1823,360.0,907,317,3.276,172900,<1H OCEAN
20016,-119.06,36.1,21,1344,249.0,868,221,2.5893,63600,INLAND
11145,-117.98,33.85,23,2089,377.0,1085,362,4.765,181500,<1H OCEAN
16580,-121.43,37.75,30,1912,451.0,1065,388,2.1424,125000,INLAND
12289,-116.98,33.93,40,2277,498.0,1391,453,1.9472,73200,INLAND
1164,-121.55,39.51,48,827,198.0,396,161,0.8024,58300,INLAND
8262,-118.17,33.77,45,2151,643.0,1047,579,3.1149,218800,NEAR OCEAN
14044,-117.14,32.76,32,2587,681.0,1246,650,2.1727,145500,NEAR OCEAN
6838,-118.13,34.07,32,1880,428.0,1404,424,3.085,220500,<1H OCEAN
10778,-117.9,33.65,30,1634,373.0,771,364,3.4125,284100,<1H OCEAN
7622,-118.25,33.86,26,3022,476.0,1852,452,6.0531,186400,<1H OCEAN
20351,-119.05,34.21,27,4357,926.0,2110,876,3.0119,218200,<1H OCEAN
976,-121.89,37.66,3,1565,464.0,769,461,2.1187,231300,INLAND
5358,-118.4,34.05,34,2113,459.0,859,432,3.6953,500001,<1H OCEAN
5514,-118.4,33.99,39,1613,380.0,1113,356,2.825,276700,<1H OCEAN
7272,-118.23,33.98,30,2562,959.0,3909,955,1.9929,150600,<1H OCEAN
7394,-118.25,33.95,48,1766,424.0,1655,420,0.9751,95500,<1H OCEAN
500,-122.27,37.85,52,1974,426.0,875,363,1.5817,153600,NEAR BAY
12666,-121.45,38.48,28,2780,510.0,1638,533,2.9571,103100,INLAND
12737,-121.36,38.64,24,6540,1008.0,2667,1031,5.5632,175200,INLAND
4491,-118.21,34.06,30,511,153.0,1152,149,2.3611,156800,<1H OCEAN
19245,-122.75,38.5,16,4196,638.0,1713,615,5.449,252100,<1H OCEAN
17026,-122.27,37.51,36,1406,224.0,598,237,5.8964,414800,NEAR OCEAN
726,-122.12,37.68,40,1553,253.0,724,267,4.38,196400,NEAR BAY
12509,-121.45,38.56,52,3420,555.0,1301,530,4.0417,173800,INLAND
12616,-121.55,38.51,14,5490,851.0,2415,837,6.5253,216800,INLAND
10730,-117.87,33.6,35,1598,398.0,782,411,5.1155,500000,<1H OCEAN
11524,-118.05,33.72,17,1875,472.0,900,406,5.2589,226100,<1H OCEAN
8921,-118.48,34.02,25,1583,460.0,983,422,2.7019,293800,<1H OCEAN
2349,-119.67,36.8,9,3712,508.0,1632,474,6.011,163100,INLAND
11599,-118.09,33.79,31,4231,617.0,1694,623,6.6312,360100,<1H OCEAN
4687,-118.35,34.07,46,1651,410.0,512,397,4.0179,350000,<1H OCEAN
4504,-118.2,34.05,40,1082,318.0,1085,273,1.7054,117200,<1H OCEAN
19437,-121.01,37.69,20,3275,760.0,1538,705,2.48,135600,INLAND
13673,-117.25,34.04,18,5761,1063.0,2763,1058,4.4472,161100,INLAND
201,-122.22,37.78,50,1920,530.0,1525,477,1.4886,128800,NEAR BAY
5493,-118.46,33.97,19,2461,521.0,777,447,10.0,500001,<1H OCEAN
13524,-117.28,34.17,26,3728,888.0,1765,727,1.7456,86800,INLAND
17419,-120.47,34.65,31,1438,320.0,816,270,2.4583,128100,NEAR OCEAN
18430,-121.87,37.26,24,2383,343.0,1146,341,5.6223,265700,<1H OCEAN
9896,-122.26,38.29,10,969,160.0,482,180,6.5799,218100,NEAR BAY
19011,-122.0,38.35,24,745,116.0,300,115,3.6176,158500,INLAND
4601,-118.27,34.05,24,323,214.0,751,189,1.8304,225000,<1H OCEAN
7405,-118.21,33.96,39,2265,628.0,2323,599,2.1522,155300,<1H OCEAN
11608,-118.05,33.78,18,3414,434.0,1272,454,8.7015,390900,<1H OCEAN
17654,-121.89,37.25,21,2080,352.0,1040,325,5.2887,264500,<1H OCEAN
11531,-118.09,33.76,26,1625,440.0,533,414,1.808,58500,<1H OCEAN
3239,-119.56,36.09,35,1648,285.0,792,265,3.2847,64700,INLAND
8196,-118.13,33.79,20,6678,1797.0,3625,1599,3.7716,242900,NEAR OCEAN
1580,-122.02,37.87,14,3056,369.0,1209,377,8.4352,441400,NEAR BAY
96,-122.26,37.82,31,4596,1331.0,2048,1180,2.8345,183800,NEAR BAY
17966,-121.98,37.31,32,2248,460.0,1191,419,5.606,288900,<1H OCEAN
13509,-117.34,34.13,29,1494,286.0,991,280,2.125,70600,INLAND
14730,-117.01,32.81,26,4499,645.0,1866,626,5.516,185100,<1H OCEAN
11036,-117.82,33.78,28,4485,667.0,2048,685,5.4562,274700,<1H OCEAN
18792,-122.57,40.61,27,1540,315.0,883,321,2.8036,93400,INLAND
7448,-118.18,33.95,39,2121,579.0,1991,528,2.9094,152200,<1H OCEAN
11924,-117.39,33.95,35,1599,284.0,721,287,4.125,120700,INLAND
13501,-117.35,34.15,32,2699,552.0,2086,551,2.2974,84500,INLAND
10897,-117.84,33.73,20,2572,732.0,1534,669,2.4211,175000,<1H OCEAN
2449,-119.54,36.52,16,2703,415.0,1106,372,4.2045,120900,INLAND
16962,-122.31,37.54,45,1222,220.0,492,205,5.539,396900,NEAR OCEAN
15629,-122.4,37.81,12,1349,349.0,536,334,7.7852,250000,NEAR BAY
5008,-118.33,34.01,47,1320,259.0,653,291,3.7727,193000,<1H OCEAN
15055,-116.92,32.79,24,4055,742.0,2123,744,4.5224,142000,<1H OCEAN
15536,-117.13,33.13,17,3164,652.0,1123,699,2.082,80000,<1H OCEAN
5818,-118.25,34.13,52,322,88.0,229,89,2.125,243800,<1H OCEAN
10064,-121.03,39.37,15,1337,326.0,1172,306,2.6341,85000,INLAND
16204,-121.29,37.95,52,288,86.0,272,54,0.696,42500,INLAND
10220,-117.88,33.88,15,957,360.0,615,370,3.0263,162500,<1H OCEAN
3748,-118.38,34.19,42,1308,289.0,950,302,2.7379,181500,<1H OCEAN
747,-122.09,37.66,40,1340,313.0,766,271,3.4722,135400,NEAR BAY
2534,-122.05,39.6,34,2051,342.0,958,322,2.8466,95300,INLAND
14649,-117.2,32.77,30,156,45.0,77,40,3.2679,137500,NEAR OCEAN
1475,-122.03,37.97,20,3968,931.0,2629,903,2.9915,166700,NEAR BAY
14490,-117.24,32.85,18,3117,475.0,904,368,6.7587,388500,NEAR OCEAN
5261,-118.53,34.09,37,5477,833.0,1925,757,8.1888,500001,<1H OCEAN
397,-122.29,37.88,50,1211,261.0,523,227,3.8672,216700,NEAR BAY
1441,-122.02,37.98,37,1474,343.0,782,331,3.4187,161700,NEAR BAY
17046,-122.26,37.48,34,4453,682.0,1805,672,5.6038,451300,NEAR OCEAN
18747,-122.33,40.52,23,2801,507.0,1318,454,3.5081,116700,INLAND
20344,-119.06,34.23,29,3511,632.0,2591,596,3.0219,221700,<1H OCEAN
1657,-121.92,37.96,14,5332,884.0,2093,839,5.2798,237400,INLAND
20407,-118.88,34.2,23,4862,597.0,1938,594,7.3409,316000,<1H OCEAN
18707,-122.4,40.58,40,3895,929.0,1782,910,1.3329,78200,INLAND
9908,-122.3,38.32,20,2063,486.0,1045,460,2.5035,153200,NEAR BAY
10073,-120.1,39.37,10,2325,410.0,1016,373,4.5208,117300,INLAND
20043,-119.0,36.07,20,1042,183.0,509,175,2.9815,73000,INLAND
14625,-117.17,32.77,6,3856,875.0,1547,816,4.5481,164800,NEAR OCEAN
18960,-122.04,38.25,32,1203,287.0,571,255,3.0938,110400,INLAND
1081,-121.84,39.73,52,502,100.0,311,100,1.5481,200000,INLAND
16295,-121.23,37.95,36,811,168.0,514,152,2.625,89200,INLAND
13892,-116.27,34.13,37,452,109.0,184,59,3.7292,65800,INLAND
6489,-118.01,34.1,27,2424,542.0,1713,557,3.8085,181400,INLAND
20118,-120.4,37.92,22,1022,194.0,517,198,3.625,99400,INLAND
4253,-118.35,34.1,18,7432,2793.0,3596,2270,2.8036,225000,<1H OCEAN
15354,-117.32,33.25,7,2499,420.0,1314,398,4.85,186900,<1H OCEAN
15046,-116.9,32.77,8,3600,492.0,1421,482,6.2609,307100,<1H OCEAN
14189,-117.08,32.71,27,2204,598.0,1656,521,1.4821,86200,NEAR OCEAN
8389,-118.36,33.97,18,1284,283.0,990,289,4.0179,195800,<1H OCEAN
11973,-117.41,34.0,26,2372,621.0,1647,612,1.4719,88600,INLAND
13642,-117.33,34.06,42,530,123.0,390,124,1.0469,67000,INLAND
375,-122.15,37.74,49,1325,277.0,764,282,3.3125,118000,NEAR BAY
18216,-122.07,37.39,19,1465,342.0,646,345,4.712,289300,NEAR BAY
12537,-121.51,38.55,46,1485,278.0,531,291,2.7885,137200,INLAND
13751,-117.15,34.05,9,1442,219.0,633,230,5.0227,162300,INLAND
12652,-121.45,38.51,29,4221,901.0,2294,850,2.2245,75900,INLAND
18560,-122.05,36.87,18,2232,440.0,1091,458,3.8269,276000,NEAR OCEAN
18401,-121.83,37.23,22,5507,841.0,2785,848,6.0889,245200,<1H OCEAN
8398,-118.36,33.95,42,2532,627.0,2038,591,2.875,177500,<1H OCEAN
15477,-117.18,33.16,15,5923,1206.0,3943,1006,3.1793,159900,<1H OCEAN
13390,-117.58,34.09,27,754,200.0,746,185,1.9531,100800,INLAND
1320,-121.9,38.04,36,1489,331.0,838,259,1.2024,90200,INLAND
13402,-117.46,34.14,10,714,131.0,381,119,0.8926,116100,INLAND
5502,-118.43,33.98,19,8324,1590.0,2927,1538,7.5426,351700,<1H OCEAN
2523,-122.14,39.65,33,419,77.0,190,67,3.6429,87500,INLAND
2518,-122.13,39.74,20,1401,280.0,668,250,2.2569,94300,INLAND
17691,-121.83,37.3,17,1299,211.0,825,217,4.5,235800,<1H OCEAN
6941,-118.1,33.99,31,965,217.0,599,206,2.7202,190300,<1H OCEAN
16746,-122.46,37.7,37,1028,275.0,904,261,3.5035,238600,NEAR OCEAN
3385,-118.28,34.24,29,3390,580.0,1543,576,5.6184,316900,<1H OCEAN
1656,-121.93,37.89,13,2085,292.0,852,264,7.3445,366700,INLAND
8884,-118.5,34.03,52,1711,245.0,671,242,7.7572,500001,<1H OCEAN
16459,-121.29,38.12,18,1534,275.0,741,263,3.9607,132500,INLAND
14472,-117.22,32.85,26,1647,261.0,694,259,4.6875,274400,NEAR OCEAN
16149,-122.47,37.77,52,3143,635.0,1350,623,3.8571,366700,NEAR BAY
4699,-118.38,34.07,16,4814,1381.0,1897,1209,3.3725,375000,<1H OCEAN
6178,-117.91,34.08,35,1443,266.0,861,262,3.5795,186900,<1H OCEAN
4286,-118.32,34.1,52,786,270.0,756,273,2.2311,206300,<1H OCEAN
16307,-121.36,38.01,16,2178,667.0,1192,579,2.3339,87100,INLAND
7249,-118.12,33.99,27,2316,559.0,2012,544,2.8155,176800,<1H OCEAN
7827,-118.14,33.91,34,1766,410.0,974,404,3.0703,180800,<1H OCEAN
235,-122.2,37.79,35,1802,459.0,1009,390,2.3036,126000,NEAR BAY
6606,-118.13,34.19,42,2203,412.0,1012,377,4.0714,234000,INLAND
2860,-118.9,35.41,6,4656,971.0,2320,935,3.0938,100800,INLAND
13929,-114.61,34.83,31,2478,464.0,1346,479,3.212,70400,INLAND
8201,-118.14,33.78,44,2101,496.0,1038,500,3.108,217900,NEAR OCEAN
16614,-121.12,35.58,16,4109,798.0,1298,626,3.4799,320800,NEAR OCEAN
13332,-117.65,34.04,15,3393,,2039,611,3.9336,151000,INLAND
17785,-121.84,37.37,28,1579,339.0,1252,353,4.1615,214800,<1H OCEAN
5600,-118.27,33.79,39,1513,365.0,1227,354,3.3929,184600,<1H OCEAN
1025,-120.56,38.48,14,3545,702.0,946,411,3.4609,120900,INLAND
1145,-121.39,39.61,22,2828,610.0,986,391,2.8871,94700,INLAND
14961,-116.92,32.76,7,1659,237.0,862,242,5.2741,249400,<1H OCEAN
16182,-121.29,37.96,52,888,324.0,630,258,1.2411,112500,INLAND
11591,-118.03,33.78,25,3554,528.0,1600,537,6.6453,270100,<1H OCEAN
10621,-117.83,33.68,4,3226,838.0,1666,800,4.1652,184500,<1H OCEAN
9880,-121.79,36.64,11,32627,6445.0,28566,6082,2.3087,118800,<1H OCEAN
5420,-118.43,34.02,42,1528,244.0,634,242,8.1631,500001,<1H OCEAN
18674,-121.9,36.97,21,3707,751.0,1420,608,4.4485,295200,NEAR OCEAN
17944,-121.95,37.33,31,1866,465.0,821,447,2.3547,275900,<1H OCEAN
17863,-121.91,37.42,19,1684,387.0,1224,376,4.1389,174100,<1H OCEAN
15556,-117.07,33.12,21,4578,927.0,2818,900,3.1458,187700,<1H OCEAN
11536,-118.09,33.77,27,2301,640.0,847,627,1.7208,67500,<1H OCEAN
8742,-118.32,33.82,22,2508,402.0,1254,395,7.0935,379500,<1H OCEAN
6907,-118.12,34.04,34,2103,427.0,1355,434,4.5795,235300,<1H OCEAN
7579,-118.22,33.89,37,797,190.0,485,166,2.7434,95200,<1H OCEAN
9878,-121.86,36.63,37,338,109.0,231,100,2.5313,108300,<1H OCEAN
15844,-122.43,37.74,52,2229,498.0,1079,472,5.0196,324300,NEAR BAY
20003,-119.19,36.06,29,1815,376.0,1421,339,1.9091,71300,INLAND
10840,-117.93,33.65,26,5831,1546.0,4738,1477,3.1483,213000,<1H OCEAN
19419,-121.09,37.61,42,1787,296.0,921,287,3.8864,171400,INLAND
751,-122.07,37.67,27,3239,671.0,1469,616,3.2465,230600,NEAR BAY
16533,-121.18,37.79,16,1326,286.0,509,297,1.9464,112500,INLAND
16693,-120.61,35.11,11,3733,831.0,1839,739,3.3062,158500,<1H OCEAN
13204,-117.69,34.05,10,1875,366.0,1055,363,4.3264,128900,INLAND
15382,-117.14,33.39,17,2889,587.0,1931,510,3.8547,208300,<1H OCEAN
19787,-122.95,40.67,17,1498,331.0,574,242,2.0268,94200,INLAND
5556,-118.41,33.96,32,1044,219.0,567,222,4.1471,284400,<1H OCEAN
2292,-119.76,36.8,20,6257,1346.0,2795,1267,2.2094,83700,INLAND
14594,-117.18,32.83,31,1772,353.0,1090,350,3.9265,162000,NEAR OCEAN
6294,-117.9,34.01,27,1702,381.0,2091,352,3.7917,131100,<1H OCEAN
18162,-122.04,37.36,26,3298,460.0,1241,472,6.8753,403000,<1H OCEAN
5336,-118.46,34.04,17,2729,897.0,1404,758,3.1235,420800,<1H OCEAN
19775,-122.2,39.93,9,1296,287.0,768,260,1.9191,54400,INLAND
10651,-117.77,33.51,29,3590,772.0,1070,603,4.4464,500001,<1H OCEAN
18051,-121.99,37.26,17,4034,611.0,1158,560,8.2069,442500,<1H OCEAN
15310,-117.38,33.14,14,5039,1373.0,1298,696,3.209,313300,NEAR OCEAN
2105,-119.76,36.75,39,2233,563.0,2031,491,1.8641,50800,INLAND
12184,-117.39,33.69,5,6529,997.0,3464,1006,5.3275,168700,<1H OCEAN
13779,-117.05,34.02,21,3098,646.0,1351,614,2.598,106700,INLAND
12766,-121.42,38.62,33,3171,832.0,1591,695,2.0786,88600,INLAND
6225,-117.93,34.05,32,3055,623.0,1902,565,4.2926,190700,<1H OCEAN
15635,-122.41,37.8,30,1821,738.0,1648,684,0.8836,450000,NEAR BAY
728,-122.11,37.67,36,2110,389.0,952,370,3.8,187500,NEAR BAY
2446,-119.61,36.56,34,1911,497.0,1886,481,1.625,53000,INLAND
6517,-118.01,34.06,26,557,153.0,455,196,2.7721,155400,INLAND
7305,-118.19,33.99,37,2073,614.0,2544,598,2.9054,156300,<1H OCEAN
4844,-118.31,34.03,46,2173,510.0,1343,476,2.025,135500,<1H OCEAN
756,-122.04,37.66,23,2419,348.0,1066,384,6.3501,350000,NEAR BAY
18614,-122.07,37.06,31,1634,370.0,939,332,3.8625,232300,NEAR OCEAN
18475,-121.65,37.12,14,4721,999.0,2648,888,3.6895,239300,<1H OCEAN
16889,-122.37,37.59,39,4645,1196.0,2156,1113,3.4412,353800,NEAR OCEAN
5547,-118.4,33.96,43,2416,454.0,1028,409,5.6732,330700,<1H OCEAN
8317,-118.32,33.34,52,996,264.0,341,160,2.7361,450000,ISLAND
2865,-118.88,35.34,20,1351,255.0,762,253,2.1111,105300,INLAND
8644,-118.4,33.87,40,1679,372.0,719,385,6.435,479500,<1H OCEAN
12844,-121.37,38.68,34,1086,187.0,663,190,3.3074,84200,INLAND
18252,-122.1,37.39,36,1860,367.0,794,366,5.0871,354500,NEAR BAY
2264,-119.81,36.78,36,1650,313.0,660,298,3.0,79700,INLAND
12205,-117.16,33.54,4,4952,1000.0,2912,943,3.7538,147500,<1H OCEAN
11310,-117.95,33.78,32,2296,560.0,1376,532,3.7303,188500,<1H OCEAN
17111,-122.18,37.46,40,2529,293.0,831,258,15.0001,500001,NEAR BAY
8359,-118.32,33.97,46,1504,270.0,814,306,4.3919,157100,<1H OCEAN
11695,-117.99,33.88,25,3401,509.0,1503,498,6.6704,240600,<1H OCEAN
5705,-118.26,34.23,33,1805,303.0,838,301,5.4306,326600,<1H OCEAN
19477,-120.97,37.67,31,1648,293.0,792,294,2.4,121500,INLAND
6060,-117.81,34.01,12,9197,1642.0,4332,1554,4.9589,282100,<1H OCEAN
3904,-118.51,34.19,38,2182,409.0,1141,379,4.2865,221100,<1H OCEAN
8254,-118.17,33.77,45,2508,797.0,1340,720,2.6786,191100,NEAR OCEAN
12137,-117.19,33.9,3,21060,3366.0,9623,2812,4.189,143000,INLAND
19555,-121.01,37.61,5,3655,696.0,2316,647,3.4703,129300,INLAND
17250,-119.69,34.42,17,1826,544.0,1325,532,1.2762,253600,<1H OCEAN
5187,-118.27,33.93,41,570,135.0,466,121,2.6458,91300,<1H OCEAN
10989,-117.81,33.73,19,5471,1345.0,2828,1247,3.5719,252800,<1H OCEAN
20444,-118.9,34.3,13,5591,1013.0,3188,971,5.5925,208600,<1H OCEAN
14052,-117.14,32.76,24,3523,991.0,1775,873,2.1273,142300,NEAR OCEAN
13881,-117.27,34.42,9,5643,1005.0,3166,957,3.2077,93300,INLAND
18155,-122.06,37.35,31,1795,281.0,872,282,8.0599,381800,<1H OCEAN
8027,-118.12,33.83,44,1712,314.0,691,293,4.3594,221300,<1H OCEAN
9022,-118.84,34.11,12,7508,1058.0,2484,965,5.8788,500001,NEAR OCEAN
16688,-120.6,35.11,17,2495,524.0,1292,501,2.2625,153000,<1H OCEAN
2097,-119.77,36.76,40,2009,519.0,2219,505,1.2101,49100,INLAND
10318,-117.81,33.84,17,4343,515.0,1605,484,10.5981,460100,<1H OCEAN
14218,-117.05,32.68,19,1469,275.0,1010,292,3.5664,150400,NEAR OCEAN
10109,-117.94,33.92,32,1053,207.0,1038,222,4.6696,165500,<1H OCEAN
17289,-119.63,34.42,42,1765,263.0,753,260,8.5608,500001,<1H OCEAN
1166,-121.56,39.51,47,1064,245.0,603,190,1.3654,57900,INLAND
11186,-117.96,33.83,34,982,148.0,498,156,6.3214,220800,<1H OCEAN
4452,-118.16,34.09,36,3334,920.0,2881,800,2.1696,170800,<1H OCEAN
14705,-117.06,32.81,17,3939,550.0,1694,553,6.7927,234700,<1H OCEAN
17490,-119.83,34.44,35,796,281.0,567,257,2.1389,260000,NEAR OCEAN
3640,-118.44,34.22,39,1529,344.0,913,314,3.325,178200,<1H OCEAN
20576,-122.0,38.83,26,272,49.0,194,52,3.4187,98400,INLAND
3589,-118.45,34.25,34,2094,380.0,1207,380,5.2801,212300,<1H OCEAN
4457,-118.18,34.09,44,1688,426.0,1605,384,3.3785,184900,<1H OCEAN
15881,-122.41,37.75,9,1282,334.0,1176,305,2.6538,206300,NEAR BAY
20048,-119.02,36.05,22,2078,431.0,1336,456,2.2202,65200,INLAND
20550,-121.79,38.69,23,1755,321.0,1061,313,2.8864,103100,INLAND
13229,-117.66,34.15,25,3430,485.0,1284,438,8.5282,360100,INLAND
6022,-117.76,34.05,36,2910,819.0,3055,782,1.9029,98000,INLAND
1002,-121.78,37.69,34,2358,498.0,1157,461,3.3618,174600,INLAND
12713,-121.38,38.59,36,2253,434.0,1018,426,3.2596,98700,INLAND
10299,-117.87,33.92,17,4575,764.0,2054,737,6.0571,272400,<1H OCEAN
15489,-117.13,33.14,12,2258,456.0,1147,433,4.0495,153900,<1H OCEAN
1719,-122.33,37.98,3,2850,544.0,1024,515,6.0115,175000,NEAR BAY
4135,-118.18,34.13,52,2228,475.0,1311,452,3.5341,182100,<1H OCEAN
18418,-121.83,37.27,14,2855,380.0,1420,383,6.6712,311500,<1H OCEAN
1983,-120.76,38.65,17,2319,430.0,1126,372,3.5511,155900,INLAND
16291,-121.24,37.97,47,886,196.0,517,188,2.1991,67200,INLAND
694,-122.11,37.7,29,1298,306.0,835,338,2.3274,170400,NEAR BAY
14521,-117.14,32.9,16,3217,,2054,687,4.2234,162100,<1H OCEAN
12516,-121.47,38.56,52,889,162.0,273,145,3.125,85600,INLAND
7573,-118.21,33.9,43,1810,357.0,1335,358,3.1189,118800,<1H OCEAN
11340,-117.93,33.75,24,1380,339.0,1472,304,4.2219,162800,<1H OCEAN
563,-122.24,37.75,45,891,,384,146,4.9489,247100,NEAR BAY
12144,-117.22,33.81,4,9911,1946.0,5145,1661,3.4237,113700,INLAND
11637,-118.03,33.83,25,768,195.0,529,184,3.175,132800,<1H OCEAN
4953,-118.31,34.01,39,2073,566.0,1246,547,2.0417,117100,<1H OCEAN
15406,-117.23,33.23,13,2899,657.0,1946,579,2.9875,172000,<1H OCEAN
9428,-122.93,38.02,28,1284,265.0,628,219,3.5469,200000,NEAR OCEAN
12835,-121.45,38.69,32,2962,526.0,1542,521,2.2243,89200,INLAND
17882,-122.01,37.4,24,1297,297.0,441,282,3.1439,47500,<1H OCEAN
12649,-121.47,38.51,52,20,4.0,74,9,3.625,80000,INLAND
16582,-121.44,37.76,5,7264,1285.0,3670,1146,5.0443,194800,INLAND
9343,-122.57,37.99,45,2404,425.0,926,400,4.9674,320100,NEAR BAY
18299,-122.13,37.4,29,6027,1195.0,2687,1171,5.1335,461200,NEAR BAY
5898,-118.3,34.17,16,1353,398.0,1211,357,3.1551,205000,<1H OCEAN
13580,-117.29,34.13,52,2424,528.0,1171,455,1.4815,77900,INLAND
18153,-122.05,37.36,34,2400,419.0,1017,384,4.1369,316900,<1H OCEAN
8168,-118.15,33.8,44,1886,399.0,1167,372,3.1042,219800,NEAR OCEAN
11250,-118.0,33.81,17,1530,404.0,883,344,2.8835,196500,<1H OCEAN
11325,-117.96,33.76,22,2520,556.0,2126,527,3.7734,193900,<1H OCEAN
6697,-118.11,34.14,52,2401,332.0,810,308,6.0948,358700,<1H OCEAN
1037,-120.69,38.44,13,1473,265.0,597,228,4.2917,121300,INLAND
15156,-117.04,32.98,16,1332,196.0,640,193,6.0226,192900,<1H OCEAN
